Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2024-12-04 14:00:00,95859.59375,95859.59375,95548.6484375,95716.1953125,0
2024-12-04 14:30:00,96093.703125,96561.046875,95810.53125,95837.25,0
2024-12-04 15:00:00,96185.15625,96425.5078125,95677.53125,95929.2265625,389271552
2024-12-04 15:30:00,95806.6171875,96192.0703125,95793.0625,96192.0703125,0
2024-12-04 16:00:00,95118.421875,95837.6796875,95027.8046875,95837.6796875,525139968
2024-12-04 16:30:00,94992.25,95269.2109375,94741.984375,95121.2890625,911237120
2024-12-04 17:00:00,94956.9609375,95127.953125,94812.71875,94912.171875,259579904
2024-12-04 17:30:00,95529.890625,95581.9375,94981.7421875,95049.078125,347353088
2024-12-04 18:00:00,95797.578125,96009.265625,95581.9921875,95609.75,290435072
2024-12-04 18:30:00,96276.484375,96293.9140625,95719.6640625,95846.078125,539926528
2024-12-04 19:00:00,96727.109375,96756.75,96210.46875,96269.5859375,745996288
2024-12-04 19:30:00,97306.421875,97306.421875,96657.796875,96757.40625,685518848
2024-12-04 20:00:00,98397.765625,98908.2109375,97312.203125,97312.203125,4323614720
2024-12-04 20:30:00,98956.71875,99207.328125,98231.9296875,98231.9296875,3314827264
2024-12-04 21:00:00,98798.9921875,99095.6015625,98441.46875,98948.90625,1538400256
2024-12-04 21:30:00,97912.9921875,98755.515625,97685.2265625,98752.5078125,1419157504
2024-12-04 22:00:00,98497.921875,98579.421875,97764.1875,97883.171875,728743936
2024-12-04 22:30:00,98403.640625,98697.328125,98348.265625,98503.921875,851353600
2024-12-04 23:00:00,99004.296875,99004.296875,98348.8515625,98348.8515625,610762752
2024-12-04 23:30:00,98928.640625,99122.09375,98851.0625,99029.734375,982269952
2024-12-05 00:00:00,98917.3203125,98936.84375,98533.1484375,98690.765625,777117696
2024-12-05 00:30:00,98409.5078125,98777.8515625,98409.5078125,98777.8515625,425287680
2024-12-05 01:00:00,98370.4921875,98590.65625,98112.328125,98465.3515625,909066240
2024-12-05 01:30:00,98286.734375,98730.9296875,98195.4921875,98481.6796875,253255680
2024-12-05 02:00:00,99004.796875,99004.796875,98299.703125,98299.703125,98893824
2024-12-05 02:30:00,101363.5703125,101374.9453125,99263.6484375,99263.6484375,11384176640
2024-12-05 03:00:00,102668.1484375,103541.84375,101291.7421875,101291.7421875,8440397824
2024-12-05 03:30:00,103090.0390625,103451.7265625,102606.5546875,102903.1953125,5204557824
2024-12-05 04:00:00,102750.09375,103511.5625,102604.7578125,103041.3515625,2861359104
2024-12-05 04:30:00,103298.90625,103298.90625,102566.4453125,102763.296875,3123478528
2024-12-05 05:00:00,103476.4296875,103487.609375,103178.71875,103364.1875,1264091136
2024-12-05 05:30:00,102494.7421875,103437.6328125,102132.9140625,103437.6328125,2438791168
2024-12-05 06:00:00,101914.921875,102651.5,101602.171875,102547.53125,1465090048
2024-12-05 06:30:00,101970.3046875,101981.8359375,101735.2578125,101909.890625,1732468736
2024-12-05 07:00:00,102152.15625,102158.8359375,101426.8984375,101956.359375,1998372864
2024-12-05 07:30:00,102357.421875,102578.8515625,102222.8984375,102222.8984375,2321227776
2024-12-05 08:00:00,102822.0234375,102864.4765625,102296.4765625,102296.4765625,2731458560
2024-12-05 08:30:00,102967.390625,102967.390625,102612.6875,102813.140625,990273536
2024-12-05 09:00:00,102899.4375,103191.546875,102732.3515625,102903.7109375,1267212288
2024-12-05 09:30:00,102677.765625,102883.9453125,102645.453125,102883.9453125,429588480
2024-12-05 10:00:00,102670.640625,102959.0078125,102588.21875,102745.65625,583204864
2024-12-05 10:30:00,102365.4921875,102848.1953125,102345.09375,102791.9140625,622100480
2024-12-05 11:00:00,102371.7265625,102469.65625,102348.09375,102398.7578125,638205952
2024-12-05 11:30:00,102693.484375,102724.125,102391.6796875,102434.078125,559923200
2024-12-05 12:00:00,102847.0390625,102918.9140625,102642.3984375,102643.1484375,422174720
2024-12-05 12:30:00,103109.171875,103109.171875,102634.609375,102880.53125,1289830400
2024-12-05 13:00:00,103209.140625,103319.5,102821.9453125,102992.8359375,1077108736
2024-12-05 13:30:00,103000.078125,103297.46875,102881.1484375,103167.7734375,190447616
2024-12-05 14:00:00,102565.4609375,102895.8359375,102367.921875,102854.328125,136912896
2024-12-05 14:30:00,103500.8828125,103565.8828125,102590.7734375,102590.7734375,1674387456
2024-12-05 15:00:00,101839.421875,103551.7421875,101839.421875,103502.2890625,1597325312
2024-12-05 15:30:00,101507.0703125,102331.609375,101170.765625,102191.4140625,2835849216
2024-12-05 16:00:00,101578.1171875,102033.0625,101416.453125,101416.453125,1065861120
2024-12-05 16:30:00,101192.0390625,101523.3984375,100755.703125,101437.1484375,767688704
2024-12-05 17:00:00,100863.7265625,101308.4296875,100607.21875,101146.7734375,425345024
2024-12-05 17:30:00,101401.796875,101401.796875,100855.5546875,100855.5546875,788447232
2024-12-05 18:00:00,101089.6328125,101424.78125,101014.4765625,101350.3671875,896335872
2024-12-05 18:30:00,100236.46875,101265.765625,100236.46875,101101.1328125,853377024
2024-12-05 19:00:00,100776.515625,100903.234375,100171.578125,100232.3203125,966295552
2024-12-05 19:30:00,98968.9140625,100774.5546875,98888.8203125,100651.84375,749551616
2024-12-05 20:00:00,98140.3671875,99399.859375,98138.9765625,99057.75,745259008
2024-12-05 20:30:00,99133.6484375,99248.015625,98126.875,98299.9921875,335675392
2024-12-05 21:00:00,99357.1484375,99540.625,99128.1015625,99128.1015625,11763712
2024-12-05 21:30:00,99049.8046875,99302.6640625,98940.3125,99302.6640625,0
2024-12-05 22:00:00,95685.671875,99087.8359375,95685.671875,99020.8984375,227229696
2024-12-05 22:30:00,96600.4375,97058.3046875,94035.21875,94035.21875,8988229632
2024-12-05 23:00:00,97400.625,97479.96875,95714.0546875,96772.3359375,2780905472
2024-12-05 23:30:00,97078.9765625,97386.1015625,96537.890625,97386.1015625,776896512
2024-12-06 00:00:00,96856.65625,97235.3515625,96546.453125,97060.8203125,1229357056
2024-12-06 00:30:00,97571.6171875,97673.578125,97082.140625,97186.2890625,1307164672
2024-12-06 01:00:00,97810.1796875,97810.1796875,97190.828125,97628.375,210731008
2024-12-06 01:30:00,98177.71875,98806.6484375,97915.7578125,97915.7578125,1369391104
2024-12-06 02:00:00,97926.2578125,98160.1171875,97709.5859375,98160.1171875,374407168
2024-12-06 02:30:00,97539.4375,97981.21875,97539.4375,97876.1953125,0
2024-12-06 03:00:00,97318.7578125,97611.6171875,97305.90625,97599.390625,0
2024-12-06 03:30:00,97721.8203125,97725.125,97270.0078125,97270.0078125,0
2024-12-06 04:00:00,97439.90625,97796.1796875,97439.90625,97769.265625,0
2024-12-06 04:30:00,97918.84375,97990.4765625,97468.5859375,97468.5859375,0
2024-12-06 05:00:00,98186.21875,98258.421875,97725.1171875,97908.984375,31514624
2024-12-06 05:30:00,97916.4921875,98134.0234375,97832.796875,98134.0234375,0
2024-12-06 06:00:00,98157.046875,98193.109375,97848.0625,97919.5234375,0
2024-12-06 06:30:00,98088.15625,98285.53125,98017.453125,98143.15625,0
2024-12-06 07:00:00,97979.5625,98172.015625,97863.9296875,98134.53125,0
2024-12-06 07:30:00,98179.0625,98295.6328125,97972.2109375,97972.2109375,46268416
2024-12-06 08:00:00,98657.8671875,98657.8671875,98189.6953125,98189.6953125,0
2024-12-06 08:30:00,98464.5625,98742.0546875,98404.7578125,98603.5,24100864
2024-12-06 09:00:00,98184.671875,98413.5859375,98161.9921875,98413.5859375,100106240
2024-12-06 09:30:00,98115.734375,98432.6015625,98115.734375,98170.3515625,265256960
2024-12-06 10:00:00,97963.703125,98098.0,97807.0390625,98098.0,345636864
2024-12-06 10:30:00,98220.8125,98243.109375,97892.328125,97998.4609375,183435264
2024-12-06 11:00:00,98092.2734375,98382.421875,98002.0,98223.84375,24420352
2024-12-06 11:30:00,98163.0390625,98163.0390625,97929.9453125,98077.359375,180838400
2024-12-06 12:00:00,98113.1328125,98452.984375,98113.1328125,98253.5,0
2024-12-06 12:30:00,97706.015625,98201.1953125,97706.015625,98123.609375,21315584
2024-12-06 13:00:00,97860.65625,98029.2890625,97694.265625,97748.7734375,189906944
2024-12-06 13:30:00,98708.96875,98950.09375,98164.7421875,98164.7421875,1515364352
2024-12-06 14:00:00,99318.703125,99318.703125,98540.3359375,98769.640625,582680576
2024-12-06 14:30:00,99509.25,99509.25,98847.9609375,99363.1796875,389283840
2024-12-06 15:00:00,99135.8828125,99553.25,98842.0859375,99553.25,0
2024-12-06 15:30:00,99218.0546875,99553.8828125,99142.7890625,99142.7890625,0
2024-12-06 16:00:00,98915.796875,99564.703125,98915.796875,99422.5625,0
2024-12-06 16:30:00,99142.53125,99345.96875,98962.796875,99119.1015625,0
2024-12-06 17:00:00,99424.1796875,99458.6484375,99028.265625,99126.53125,475136
2024-12-06 17:30:00,100859.0,101158.1953125,99354.21875,99456.6484375,2743943168
2024-12-06 18:00:00,101822.4140625,101822.4140625,100945.5078125,100945.5078125,1100587008
2024-12-06 18:30:00,101608.4453125,101671.5234375,100978.421875,101671.5234375,790364160
2024-12-06 19:00:00,101563.8515625,101593.59375,101406.2734375,101488.75,0
2024-12-06 19:30:00,101604.4921875,101920.875,101409.9140625,101508.359375,116563968
2024-12-06 20:00:00,101885.4375,101955.46875,101487.1171875,101622.9296875,0
2024-12-06 20:30:00,101312.796875,102029.0390625,101275.015625,101969.65625,0
2024-12-06 21:00:00,101278.8515625,101554.53125,101191.40625,101554.53125,0
2024-12-06 21:30:00,100548.515625,101264.0234375,100515.15625,101264.0234375,120766464
2024-12-06 22:00:00,100650.5078125,100806.5546875,100574.109375,100574.109375,0
2024-12-06 22:30:00,100643.6015625,100773.125,100548.375,100619.2578125,0
2024-12-06 23:00:00,99747.6875,100703.71875,99599.3046875,100651.046875,0
2024-12-06 23:30:00,99899.7890625,100026.9375,99523.0390625,99591.5390625,0
2024-12-07 00:00:00,100404.578125,100404.578125,99778.046875,99869.9765625,0
2024-12-07 00:30:00,100458.125,100527.15625,100318.375,100362.921875,0
2024-12-07 01:00:00,100189.8984375,100559.6953125,100189.8984375,100417.2890625,0
2024-12-07 01:30:00,100146.1953125,100303.953125,100033.0859375,100075.625,0
2024-12-07 02:00:00,100236.0390625,100275.2421875,100043.6640625,100167.1953125,0
2024-12-07 02:30:00,100088.21875,100248.40625,100088.21875,100245.4453125,0
2024-12-07 03:00:00,99589.3203125,100088.328125,99498.828125,100088.328125,0
2024-12-07 03:30:00,99450.8515625,99709.515625,99450.8515625,99594.03125,0
2024-12-07 04:00:00,99376.6953125,99593.2890625,99301.7578125,99435.453125,100130816
2024-12-07 04:30:00,99701.328125,99776.9296875,99333.5,99342.765625,141279232
2024-12-07 05:00:00,99641.3125,99717.8671875,99505.046875,99639.53125,2269184
2024-12-07 05:30:00,99257.5703125,99662.640625,99142.0859375,99655.5234375,308027392
2024-12-07 06:00:00,99338.2734375,99451.6640625,99238.9609375,99271.8515625,99680256
2024-12-07 06:30:00,99451.75,99501.5234375,99281.46875,99373.4765625,37593088
2024-12-07 07:00:00,99435.8046875,99481.6640625,99358.1328125,99458.0546875,0
2024-12-07 07:30:00,99573.953125,99605.203125,99228.3359375,99562.03125,10395648
2024-12-07 08:00:00,99530.4765625,99640.1015625,99451.421875,99532.890625,23281664
2024-12-07 08:30:00,99581.1484375,99683.3984375,99405.125,99551.6015625,0
2024-12-07 09:00:00,99887.6640625,99889.6328125,99554.015625,99554.015625,0
2024-12-07 09:30:00,99775.015625,99912.625,99570.59375,99912.625,0
2024-12-07 10:00:00,99650.8828125,99787.0703125,99597.59375,99787.0703125,0
2024-12-07 10:30:00,99632.28125,99668.3515625,99539.59375,99668.3515625,0
2024-12-07 11:00:00,99589.8359375,99630.7109375,99524.953125,99630.7109375,0
2024-12-07 11:30:00,99749.3828125,99798.140625,99552.2890625,99601.765625,0
2024-12-07 12:00:00,99746.2734375,99786.2578125,99681.21875,99729.9296875,0
2024-12-07 12:30:00,99495.328125,99735.34375,99495.328125,99725.4921875,0
2024-12-07 13:00:00,99545.25,99598.5703125,99426.6015625,99521.75,0
2024-12-07 13:30:00,99465.40625,99537.234375,99439.265625,99537.234375,0
2024-12-07 14:00:00,99378.0703125,99495.4765625,99188.0546875,99487.1796875,0
2024-12-07 14:30:00,99601.53125,99803.671875,99371.1953125,99371.1953125,0
2024-12-07 15:00:00,99554.046875,99750.859375,99469.1640625,99562.359375,0
2024-12-07 15:30:00,99879.1015625,99879.1015625,99543.4453125,99597.7890625,0
2024-12-07 16:00:00,99709.71875,99853.078125,99626.2890625,99853.078125,0
2024-12-07 16:30:00,99665.5390625,99828.203125,99598.6015625,99663.0859375,0
2024-12-07 17:00:00,99689.0859375,99711.0,99554.6953125,99711.0,0
2024-12-07 17:30:00,99701.890625,99757.5390625,99556.2265625,99679.5,0
2024-12-07 18:00:00,99773.90625,99841.6953125,99714.3203125,99714.3203125,0
2024-12-07 18:30:00,100199.09375,100286.8125,99782.0546875,99803.375,0
2024-12-07 19:00:00,100275.109375,100310.9140625,100211.1640625,100214.578125,0
2024-12-07 19:30:00,100200.84375,100282.28125,100062.3828125,100251.25,0
2024-12-07 20:00:00,100289.34375,100434.9140625,100174.3515625,100174.3515625,0
2024-12-07 20:30:00,100350.609375,100399.2734375,100247.390625,100289.34375,0
2024-12-07 21:00:00,100158.9609375,100479.5625,100158.9609375,100393.5703125,0
2024-12-07 21:30:00,99984.515625,100105.609375,99819.6015625,100105.609375,0
2024-12-07 22:00:00,99980.328125,100074.296875,99930.734375,99981.0078125,0
2024-12-07 22:30:00,99823.609375,100003.8359375,99823.609375,99967.65625,0
2024-12-07 23:00:00,100052.6640625,100052.6640625,99703.8515625,99703.8515625,0
2024-12-07 23:30:00,99914.65625,100281.421875,99805.3046875,100052.921875,0
2024-12-08 00:00:00,99910.1640625,99977.1796875,99758.578125,99908.5390625,0
2024-12-08 00:30:00,100046.21875,100046.21875,99869.4140625,99932.484375,0
2024-12-08 01:00:00,100103.5390625,100179.8984375,100056.5859375,100073.234375,0
2024-12-08 01:30:00,99881.25,100108.015625,99839.3125,100108.015625,18931712
2024-12-08 02:00:00,100237.71875,100237.71875,99853.6875,99920.4609375,37572608
2024-12-08 02:30:00,100175.5859375,100404.9609375,100175.5859375,100268.125,306790400
2024-12-08 03:00:00,100107.53125,100322.90625,100085.6484375,100192.8125,7577600
2024-12-08 03:30:00,100000.2265625,100121.1875,99998.375,100104.890625,0
2024-12-08 04:00:00,99906.6640625,100079.2890625,99885.109375,100011.9296875,0
2024-12-08 04:30:00,99876.3671875,99968.421875,99788.0390625,99899.984375,21266432
2024-12-08 05:00:00,99617.1796875,99866.3984375,99617.1796875,99866.3984375,0
2024-12-08 05:30:00,99573.4453125,99769.625,99449.6171875,99627.8359375,8069120
2024-12-08 06:00:00,99796.5703125,99796.5703125,99486.2734375,99608.453125,23916544
2024-12-08 06:30:00,99739.65625,99849.1640625,99725.3828125,99818.6484375,3575808
2024-12-08 07:00:00,99856.1171875,99866.953125,99702.2421875,99753.1484375,0
2024-12-08 07:30:00,99755.3125,99890.8515625,99755.3125,99856.1171875,0
2024-12-08 08:00:00,99433.078125,99748.3671875,99387.0546875,99748.3671875,91742208
2024-12-08 08:30:00,99118.7265625,99528.2421875,99118.7265625,99452.4453125,157896704
2024-12-08 09:00:00,99309.671875,99316.3046875,99086.6875,99086.6875,426426368
2024-12-08 09:30:00,98969.9140625,99353.2890625,98778.8203125,99324.9765625,270168064
2024-12-08 10:00:00,99383.8828125,99412.7265625,98953.6484375,98953.6484375,937627648
2024-12-08 10:30:00,99359.609375,99393.390625,99317.640625,99390.125,40386560
2024-12-08 11:00:00,99512.8828125,99534.078125,99253.65625,99333.9296875,54439936
2024-12-08 11:30:00,99768.34375,99840.6015625,99601.7734375,99602.671875,406269952
2024-12-08 12:00:00,99837.4140625,99837.4140625,99582.1015625,99763.9609375,229126144
2024-12-08 12:30:00,100008.9609375,100172.5546875,99671.0234375,99833.4140625,698109952
2024-12-08 13:00:00,100224.390625,100224.390625,99938.59375,99986.703125,498143232
2024-12-08 13:30:00,100499.5625,100499.5625,100159.9375,100259.59375,752640000
2024-12-08 14:00:00,100149.5859375,100469.453125,100149.5859375,100469.453125,396881920
2024-12-08 14:30:00,99849.828125,100207.828125,99847.6875,100121.203125,90193920
2024-12-08 15:00:00,99738.953125,99880.640625,99458.2265625,99807.25,168181760
2024-12-08 15:30:00,99958.7109375,100006.4375,99619.453125,99731.0625,307785728
2024-12-08 16:00:00,99859.3046875,100148.0390625,99848.21875,99984.140625,281300992
2024-12-08 16:30:00,99902.7578125,99964.4375,99792.28125,99885.109375,204103680
2024-12-08 17:00:00,99967.4609375,100026.4296875,99725.3046875,99894.703125,393183232
2024-12-08 17:30:00,100017.3046875,100017.3046875,99787.7734375,99929.609375,45322240
2024-12-08 18:00:00,99732.0703125,100040.4296875,99641.6171875,99985.640625,145264640
2024-12-08 18:30:00,99814.75,99839.03125,99683.953125,99726.828125,23228416
2024-12-08 19:00:00,99563.5703125,99764.6328125,99562.8984375,99757.2265625,0
2024-12-08 19:30:00,99980.4765625,99980.4765625,99574.859375,99574.859375,19001344
2024-12-08 20:00:00,100058.5390625,100165.3515625,99977.1875,100141.0859375,299323392
2024-12-08 20:30:00,99893.25,100038.5703125,99874.1171875,100038.5703125,103702528
2024-12-08 21:00:00,100006.484375,100006.484375,99773.7265625,99883.0,4694016
2024-12-08 21:30:00,100031.828125,100107.328125,99977.46875,100030.078125,0
2024-12-08 22:00:00,100081.34375,100143.9140625,99980.5,100069.46875,43806720
2024-12-08 22:30:00,100297.25,100297.25,100058.125,100077.5,34783232
2024-12-08 23:00:00,100555.875,100755.3984375,100175.8984375,100291.34375,879489024
2024-12-08 23:30:00,101346.7109375,101352.5390625,100438.4375,100484.828125,1151275008
2024-12-09 00:00:00,100150.2421875,101222.703125,100147.7109375,101212.4765625,1024868352
2024-12-09 00:30:00,99684.640625,100187.453125,99487.4453125,100109.90625,2355351552
2024-12-09 01:00:00,99697.2109375,99885.890625,99546.75,99685.359375,746614784
2024-12-09 01:30:00,99586.0703125,99888.1328125,99494.96875,99816.21875,592359424
2024-12-09 02:00:00,99343.4296875,99733.7265625,99343.4296875,99603.265625,527138816
2024-12-09 02:30:00,99267.7734375,99449.8828125,99104.4921875,99366.2890625,850210816
2024-12-09 03:00:00,99189.28125,99342.6875,99101.84375,99247.84375,471228416
2024-12-09 03:30:00,99100.390625,99216.7890625,98766.5625,99185.25,1145237504
2024-12-09 04:00:00,99042.40625,99356.6875,98958.515625,99144.296875,1009057792
2024-12-09 04:30:00,99437.0625,99496.765625,99132.2734375,99147.9609375,447848448
2024-12-09 05:00:00,99501.3359375,99547.34375,99397.4609375,99478.5,327229440
2024-12-09 05:30:00,99480.21875,99591.0234375,99476.3515625,99532.0703125,175845376
2024-12-09 06:00:00,99103.7578125,99508.28125,99103.7578125,99493.9296875,216723456
2024-12-09 06:30:00,99137.46875,99327.4765625,98952.4140625,99049.546875,555696128
2024-12-09 07:00:00,98745.3203125,99089.265625,98451.078125,99089.265625,1324855296
2024-12-09 07:30:00,99600.890625,99718.015625,98804.6328125,98804.6328125,1570021376
2024-12-09 08:00:00,99406.4140625,99681.15625,99406.4140625,99602.3828125,526303232
2024-12-09 08:30:00,98909.15625,99524.3984375,98909.15625,99361.859375,882757632
2024-12-09 09:00:00,98632.7109375,99071.9765625,98630.28125,98914.671875,610398208
2024-12-09 09:30:00,98547.46875,98771.4453125,98475.703125,98595.28125,846270464
2024-12-09 10:00:00,98362.84375,98503.78125,98306.171875,98428.6640625,828022784
2024-12-09 10:30:00,98716.984375,98737.78125,98300.8515625,98354.2734375,1025650688
2024-12-09 11:00:00,98347.4765625,98701.59375,98281.1875,98701.59375,801697792
2024-12-09 11:30:00,98021.9609375,98314.578125,98021.9609375,98314.578125,971726848
2024-12-09 12:00:00,98446.1484375,98446.1484375,98023.8125,98059.2890625,1246773248
2024-12-09 12:30:00,98543.8203125,98543.8203125,98217.8828125,98483.6953125,452546560
2024-12-09 13:00:00,99013.5859375,99013.5859375,98226.4453125,98556.15625,936697856
2024-12-09 13:30:00,99047.0546875,99072.0234375,98893.0703125,99011.25,631918592
2024-12-09 14:00:00,99051.1640625,99215.78125,98895.7734375,98959.5234375,499003392
2024-12-09 14:30:00,100322.4453125,100346.1171875,98902.9296875,99025.25,2629947392
2024-12-09 15:00:00,98241.953125,100416.078125,98241.953125,100219.484375,2192244736
2024-12-09 15:30:00,97894.140625,98343.453125,97523.6171875,98265.46875,3221463040
2024-12-09 16:00:00,98249.59375,98319.015625,97565.9296875,97789.3515625,2494234624
2024-12-09 16:30:00,97865.484375,98235.84375,97792.8046875,98146.234375,1489158144
2024-12-09 17:00:00,97800.4140625,98148.84375,97762.703125,97822.9453125,1004060672
2024-12-09 17:30:00,97479.3359375,97876.203125,97479.3359375,97808.7890625,1140211712
2024-12-09 18:00:00,98202.421875,98202.421875,97357.3515625,97357.3515625,1666359296
2024-12-09 18:30:00,97931.78125,98209.203125,97861.6953125,98209.203125,1060986880
2024-12-09 19:00:00,97562.46875,97779.671875,97329.171875,97779.671875,1399242752
2024-12-09 19:30:00,97000.0703125,97558.5703125,96980.5390625,97558.5703125,1492189184
2024-12-09 20:00:00,96592.828125,97236.0703125,96592.828125,96990.7109375,1944764416
2024-12-09 20:30:00,96149.8203125,97000.84375,96146.1875,96535.1484375,3086098432
2024-12-09 21:00:00,96865.921875,97133.0390625,95042.921875,96220.375,8165515264
2024-12-09 21:30:00,97234.96875,97474.546875,96832.421875,96832.421875,2784600064
2024-12-09 22:00:00,97043.78125,97149.8203125,95386.78125,96978.2265625,4822122496
2024-12-09 22:30:00,96997.6015625,97374.015625,96464.671875,97131.921875,2446893056
2024-12-09 23:00:00,97480.5234375,97491.4140625,96807.0234375,97018.1953125,543113216
2024-12-09 23:30:00,97485.7265625,97496.484375,97267.0703125,97460.453125,432316416
2024-12-10 00:00:00,97516.609375,97532.890625,97080.9140625,97391.328125,334979072
2024-12-10 00:30:00,97888.015625,98115.53125,97588.4140625,97588.4140625,0
2024-12-10 01:00:00,98088.28125,98088.28125,97671.953125,97891.5390625,291676160
2024-12-10 01:30:00,98014.2421875,98040.4375,97603.7578125,98040.4375,431529984
2024-12-10 02:00:00,97520.046875,97991.65625,97520.046875,97991.65625,314728448
2024-12-10 02:30:00,96904.1484375,97694.7421875,96904.1484375,97497.1171875,242728960
2024-12-10 03:00:00,95795.140625,96916.9609375,95795.140625,96773.4921875,2146959360
2024-12-10 03:30:00,96785.578125,96963.2578125,95950.2421875,96017.109375,1692532736
2024-12-10 04:00:00,96552.8515625,96962.1484375,96069.75,96962.1484375,505126912
2024-12-10 04:30:00,97073.5078125,97097.5,96522.5234375,96522.5234375,764821504
2024-12-10 05:00:00,96621.4609375,97072.3125,96585.4140625,97072.3125,389439488
2024-12-10 05:30:00,96963.7890625,97043.84375,96634.9375,96634.9375,654467072
2024-12-10 06:00:00,97145.9375,97184.71875,96907.328125,96969.9140625,225787904
2024-12-10 06:30:00,97448.765625,97453.859375,97179.6953125,97247.28125,476749824
2024-12-10 07:00:00,97096.1796875,97473.234375,97085.609375,97473.234375,145981440
2024-12-10 07:30:00,97210.4140625,97226.4140625,96944.0625,97061.34375,0
2024-12-10 08:00:00,97375.796875,97375.796875,97044.4296875,97216.984375,1372037120
2024-12-10 08:30:00,97476.171875,97498.84375,97211.1015625,97362.78125,0
2024-12-10 09:00:00,97504.421875,97650.4921875,97428.9921875,97433.4375,5808128
2024-12-10 09:30:00,97482.484375,97547.671875,97289.2578125,97502.9375,0
2024-12-10 10:00:00,97673.984375,97821.96875,97508.234375,97508.234375,0
2024-12-10 10:30:00,97677.828125,97878.2421875,97649.296875,97649.296875,0
2024-12-10 11:00:00,97712.03125,97785.0703125,97592.3828125,97699.3828125,12402688
2024-12-10 11:30:00,97868.921875,97905.234375,97513.6484375,97725.6015625,1159307264
2024-12-10 12:00:00,97355.171875,97852.84375,97355.171875,97820.65625,0
2024-12-10 12:30:00,97112.9921875,97390.8203125,96948.5703125,97304.828125,562364416
2024-12-10 13:00:00,97540.6328125,97778.671875,97163.4921875,97163.4921875,431251456
2024-12-10 13:30:00,97790.6796875,97912.9140625,97511.0625,97511.0625,120102912
2024-12-10 14:00:00,98020.7421875,98030.0078125,97733.15625,97766.34375,499310592
2024-12-10 14:30:00,97690.3828125,98234.03125,97355.046875,98043.5859375,642555904
2024-12-10 15:00:00,97153.4765625,98078.3046875,97075.2421875,97842.2265625,0
2024-12-10 15:30:00,95689.046875,97149.2890625,95689.046875,96762.0625,235134976
2024-12-10 16:00:00,95634.78125,95992.015625,95430.34375,95701.6171875,1142726656
2024-12-10 16:30:00,96407.015625,96407.015625,94598.3359375,95453.90625,2358829056
2024-12-10 17:00:00,94671.7421875,96358.4921875,94671.7421875,96358.4921875,3256295424
2024-12-10 17:30:00,94701.4765625,95347.671875,94434.3515625,94649.8515625,1065377792
2024-12-10 18:00:00,95047.484375,95247.9140625,94383.078125,94558.8359375,1204305920
2024-12-10 18:30:00,95101.9140625,95505.5859375,95031.25,95042.1953125,464756736
